6.0, 0.0004903292655944825, 6.0, 0.00784186363220215
6.0, 0.001158597469329834, 6.0, 0.0076619315147399905
5.97, 0.003085794448852539, 5.97, 0.009417388439178467
5.94, 0.005594675540924072, 5.94, 0.012422466278076172
5.52, 0.008753001689910889, 5.73, 0.02876574993133545
4.95, 0.01244129180908203, 5.32, 0.06773643255233765
4.91, 0.014427809715270997, 5.23, 0.07015655040740967
4.77, 0.015713529586791994, 5.03, 0.0895797848701477
4.59, 0.019335176944732666, 4.99, 0.07411108016967774
4.33, 0.020558063983917237, 4.99, 0.06650145292282104
4.22, 0.023486671447753907, 4.98, 0.06466401100158692
3.96, 0.025053284168243407, 4.83, 0.14250459909439087
3.94, 0.026334702968597412, 4.55, 0.3614206266403198
3.84, 0.028736987113952638, 4.33, 0.47576667070388795
3.82, 0.030351784229278565, 4.1, 0.49322559356689455
3.72, 0.032753186225891115, 4.05, 0.44109336137771604
3.55, 0.032267634868621824, 4.01, 0.36812676191329957
3.51, 0.034095728397369386, 4.0, 0.30347624063491824
3.52, 0.036032395362854006, 4.0, 0.2689709377288818
3.37, 0.038229596614837644, 4.0, 0.22809118986129762
3.19, 0.043021655082702635, 4.0, 0.19607628583908082
3.21, 0.044239332675933836, 4.0, 0.1835034728050232
3.17, 0.046206648349761965, 4.0, 0.19432302474975585
3.03, 0.04733854055404663, 4.0, 0.15500069856643678
3.1, 0.04741277456283569, 3.99, 0.19065661191940309
3.03, 0.04666858196258545, 3.96, 0.20912031173706055
3.0, 0.04861312389373779, 3.96, 0.19566516876220702
3.06, 0.058189122676849364, 3.86, 0.2987136721611023
2.95, 0.06073685169219971, 3.69, 0.4324926805496216
2.92, 0.06058652400970459, 3.56, 0.4721770238876343
2.9, 0.06283599853515626, 3.41, 0.5752075552940369
2.9, 0.06266741037368774, 3.27, 0.610066249370575
2.9, 0.06394634246826172, 3.16, 0.6470795488357544
2.87, 0.06396653652191162, 3.18, 0.5556141877174378
2.85, 0.06379587411880493, 3.06, 0.5712313818931579
2.85, 0.06627796888351441, 3.07, 0.5496616888046265
2.87, 0.06879490375518799, 3.02, 0.4902696776390076
2.83, 0.0706586217880249, 3.04, 0.5227956175804138
2.75, 0.07435510873794555, 3.0, 0.4864487552642822
2.82, 0.07164918899536132, 3.01, 0.4484966778755188
2.78, 0.07660768270492553, 3.0, 0.3944279313087463
2.72, 0.07501305341720581, 3.0, 0.4052725911140442
2.65, 0.08025001049041748, 3.0, 0.38032151222229005
2.66, 0.08090547561645507, 3.0, 0.34799503087997435
2.57, 0.08427913904190064, 3.0, 0.34253339529037474
2.66, 0.08517193555831909, 3.0, 0.31847965240478515
2.53, 0.08818235874176025, 3.0, 0.3268773603439331
2.63, 0.08915067195892334, 3.0, 0.2974985575675964
2.58, 0.08922756671905517, 3.0, 0.28216091871261595
2.6, 0.09454949378967285, 3.0, 0.27861928701400757
